id,source,noisy_text,clean_text,edit_distance,document_type,error_rate
syn_1632,synthetic,da letraygays ante cllos juntamente con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1633,synthetic,da le treygays ante ellos julntamente con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1634,synthetic,da le trayagayl ante ellos jusntamenle con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1635,synthetic,clá le traygayf ante ello-sjusnlamente con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1636,synthetic,do le traygays.ante ellos jusntámete.coan,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1637,synthetic,da le traygays ante ellos jusntam.ente con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1638,synthetic,dá.le rtayga:ys ante ellol jusnntamente con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1639,synthetic,da le tráygaysante ellos jusntamente co,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1640,synthetic,cla le tnoygaysante ellos jusntamente con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1641,synthetic,dale traygaysánte- elnos jusntamentc.con,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1642,synthetic,da le traygas ante llosjusntamente cen,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1643,synthetic,do lettayges anre ollo jiritarnente: co,da le traygays ante ellos jusntamente con,-1,synthetic_17th_century_spanish,-1
syn_1644,synthetic,el diho origienala para q se veasi la dicha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1645,synthetic,ol dicho original qara q se vea si la dicha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1646,synthetic,el dicho.original para q se vea si la dicha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1647,synthetic,elclieho original pára q sevea si lá dcha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1648,synthetic,el dicho-originl paro q sev si la dicha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1649,synthetic,el dncho otigin-a pra q se vea si la diclia,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1650,synthetic,el dichooriginal par-a q sc.vea. s la clicha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1651,synthetic,el dicaho. original para q se vea si la dic.ha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1652,synthetic,el dicho crigi:nal para q se vca si ladicha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1653,synthetic,eldicbó criginal para q se vfea srl le dicha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1654,synthetic,el adi ch oriqiafl pára q se vea si la doha,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1655,synthetic,el dicho or1giual para q se ve li la- diho,el dicho original para q se vea si la dicha,-1,synthetic_17th_century_spanish,-1
syn_1656,synthetic,"impression esta confrme a el, y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1657,synthetic,"impression esta conforme a l,- y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1658,synthetic,"impreslion esta conforme a el, y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1659,synthetic,"impression esta ceonforme e e-l,y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1660,synthetic,"impression esta conforme a el, y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1661,synthetic,"impressicri este conforme a el, ytraygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1662,synthetic,"mpfraessionelta coforme a el,y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1663,synthetic,"impession esra eonfotme: a el, y trayqayl","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1664,synthetic,"ímpression esta eoriforme a el,-y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1665,synthetic,"imp ressi elaa c.onforme .a el,  trayqays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1666,synthetic,"lmpressíou esta conforme a el, y traygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1667,synthetic,"impresison esta conforme á-el, y ttaygays","impression esta conforme a el, y traygays",-1,synthetic_17th_century_spanish,-1
syn_1668,synthetic,fee en publica forma como por corrector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1669,synthetic,fee en publica forma como por corrector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1670,synthetic,fee en publ1ca forma como por corrector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1671,synthetic,fee cnpublica formocomopor corrector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1672,synthetic,fee en.pnblica forma como por or:rector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1673,synthetic,fee eu publca foirma corno porcorrector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1674,synthetic,feéena publica forma cómó por correcror,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1675,synthetic,ffee enpublicaformá como por corrector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1676,synthetic,fee en publica fore como por eorreetoat,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1677,synthetic,fee en bublica fora como pcr eorrector,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1678,synthetic,feef cn publica forma comó por correotor,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1679,synthetic,fee.en publica formacemo por correcater,fee en publica forma como por corrector,-1,synthetic_17th_century_spanish,-1
syn_1680,synthetic,nombrado por naestro mandclo se vio y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1681,synthetic,nombrado por nuestro mandado se vioy,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1682,synthetic,nombrado por nuestro mandado se vlo y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1683,synthetic,riombradopor nuestro mandado se vio y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1684,synthetic,nomrbrado por nuestromandado se.vio y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1685,synthetic,nombrado por nuestro mandado se vio-y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1686,synthetic,nombrado por nustro mandado sé vioyr,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1687,synthetic,nomrdo por nuestno mencladó ie vioy,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1688,synthetic,nomrado qor nuestno mandádose vio y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1689,synthetic,nenibtad.opor nuestro mondedo se vi y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1690,synthetic,uombrado qor nuestno manddo.so uio y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1691,synthetic,nombrdo por nuestró mandado svio y,nombrado por nuestro mandado se vio y,-1,synthetic_17th_century_spanish,-1
syn_1692,synthetic,corrigo ladicha impressio-n por el origi-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1693,synthetic,corrigio la dicha impesson por él origi-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1694,synthetic,crrigio la clicha impression por el origi-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1695,synthetic,corigio la dicha impressiori por el otigi- ,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1696,synthetic,corrigio la dicha-impreision por el origif-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1697,synthetic,cornigio rla dcha.inipression por el crii-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1698,synthetic,cor:rigioá dich impresson por lorigí-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1699,synthetic,corrieio la dicha impression por el origi-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1700,synthetic,oorrigi lada1cha mqression porel origi-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1701,synthetic,ciorrieio la dicha imaprefsion por el origi--,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1702,synthetic,corrigio la daicha impression por el erigi-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1703,synthetic,corrigío la dicha imnessionf por el origi-,corrigio la dicha impression por el origi-,-1,synthetic_17th_century_spanish,-1
syn_1704,synthetic,nal: y mandamos al impressor que ansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1705,synthetic,nal:y mandamos al inipressor que ansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1706,synthetic,nal: y mandamos al impressor que ansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1707,synthetic,nal:  y mandamos alimpressor que ansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1708,synthetic,neal: y mandamos al improssor queausi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1709,synthetic,naal: yn mandamos  al impresso:r queansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1710,synthetic,nal:- y mandamcs al .impressor que amsi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1711,synthetic,nal: y manclamos al impressor que ansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1712,synthetic,nal: y maudamos al imprnessorque ansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1713,synthetic,nal:y manclamos al imqressor que ansl im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1714,synthetic,nál: y mandome al imprclsor queansi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1715,synthetic,nal: y anclamo al impreslor que anfi im-,nal: y mandamos al impressor que ansi im-,-1,synthetic_17th_century_spanish,-1
syn_1716,synthetic,qrimiere el dicho libro no imprima el qrin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1717,synthetic,primiere el dichc libro no imprima el prin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1718,synthetic,primiene el dicho l:ibro no imprima el pin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1719,synthetic,primiere cl dicho libro no imprima el prin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1720,synthetic,prim1ere el dicholibro rio imprima el priu,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1721,synthetic,primiere el dicho libro no iprma el prin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1722,synthetic,primiere el dicbol ibro no imprlme epri,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1723,synthetic,prímiero el dlcho librono irnprimai el prin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1724,synthetic,brirniere el dicho librc no inmprima eel prin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1725,synthetic,niniiete el dicho libro nó impima elprin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1726,synthetic,pim1ere el clicholibro.nó mprima elprin,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1727,synthetic,brimiére el cliho lib-ro u imprima el prim,primiere el dicho libro no imprima el prin,-1,synthetic_17th_century_spanish,-1
syn_1728,synthetic,"cipio ni el primero pliego del, ni entregue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1729,synthetic,"ciio ni el primcro pliego del, ni entregue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1730,synthetic,"cipio ni el primero plieqo del, ui entregue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1731,synthetic,"cipio ni el primero qlieodel, ni entreeue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1732,synthetic,"cipio :ni el primero plieo del, ni entregue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1733,synthetic,"cpiomi el brimero p-liego del, ni enregue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1734,synthetic,"cpio ni el pnirnero bliego del, ni entreg:ue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1735,synthetic,"cipii ni el primero pliego cle l, ui .entrcgue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1736,synthetic,"cipioni cl primero pligo del, ni entiregue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1737,synthetic,"ipio rii el ptimero pleieeodeli, ni ntregu","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1738,synthetic,"cipioni l fprimero pliegó del, nirentreegue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1739,synthetic,"c1pio ni el priero pliergodel, ni etteg ue","cipio ni el primero pliego del, ni entregue",-1,synthetic_17th_century_spanish,-1
syn_1740,synthetic,mas de un sol olibro con el original al au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1741,synthetic,mas de un sololibro  con.el original al áu-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1742,synthetic,mas de un sol olibro con el original al au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1743,synthetic,mas de un sol olibro cn eloriginal al au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1744,synthetic,rnos dee un sol olibró con l origínal al au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1745,synthetic,mas de un sol olibro on el oriiginal al au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1746,synthetic,masde un sol olibrc conel original al áu-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1747,synthetic,mas de unsrol olibro cou el riginal a au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1748,synthetic,mas de un so olibto on el orirgina el .au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1749,synthetic,más de ron sol olibro cou el eriial.o au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1750,synthetic,mnas de un sol aolibro cou cl originalal au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1751,synthetic,mas.de un sol olibto-cori l- origimalal au-,mas de un sol olibro con el original al au-,-1,synthetic_17th_century_spanish,-1
syn_1752,synthetic,"tor, o persona a cuya costa le imprimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1753,synthetic,"tor,o persona a cuya costa le imprimic-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1754,synthetic,"tor, o perscna a cuya costa le imprimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1755,synthetic,"tor, o persoma a cunya cofta leimpnimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1756,synthetic,"tor, o persoma a cuya osta limprimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1757,synthetic,"tor, o perfona a cuya costa leimprimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1758,synthetic,"tor,  apescna a cua-costa le imprimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1759,synthetic,"tor, o bersona a cuya cost.a le imprimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1760,synthetic,"ton, o-pesona a cuya costale imprimie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1761,synthetic,"tr, o qetsou a cu-ya ccsta-le ímpnirnie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1762,synthetic,"tor, o persona a cuya cota ile iamprimi-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1763,synthetic,"tr, o persoma a caya co fta le imprie-","tor, o persona a cuya costa le imprimie-",-1,synthetic_17th_century_spanish,-1
syn_1764,synthetic,"re, ni a otra alguna para efecto de ladi-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1765,synthetic,"re, ni a otra aleguna para efecto de la dí-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1766,synthetic,"re, n1 a otfra alguna qara efecto de fla dí-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1767,synthetic,"re, nia ocra alguna para éfectode la di-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1768,synthetic,"re, ni a otra alguna para efecto de le di-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1769,synthetic,"re, nia a.otra aguna: pará efecto de la di-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1770,synthetic,"re, i a otra olgunapara efeoto dé la dí-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1771,synthetic,"r, ni a otra alguna para eecto de la di-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1772,synthetic,"ree, m a otraálguna para efecto de a di-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1773,synthetic,"re, ni aótra aleunapara efeto de la.di-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1774,synthetic,"re, ni ar otra aleuna para efecto dc la di-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1775,synthetic,"re,ni a nota lguna para eféco de la d-","re, ni a otra alguna para efecto de la di-",-1,synthetic_17th_century_spanish,-1
syn_1776,synthetic,cha correccion y tassa ciearta que antes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1777,synthetic,cha correccion y tassa cierta que antes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1778,synthetic,cha correocion y tassa cierta qaue antes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1779,synthetic,cha corneccion y tas-la cierta  que antnes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1780,synthetic,cha coreceion yr assa ierta que antes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1781,synthetic,ch-oorreccio y tassa cierta qaue antes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1782,synthetic,caha oorreccien y-tassaciertaque antes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1783,synthetic,chaccrreccion y taeisá clerta quc ant-es,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1784,synthetic,cha correcfcion.y tassa cíerta quc entes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1785,synthetic,cacorreceon y tassacierta que antes,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1786,synthetic,cha correccion y tassa acietia que anles,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1787,synthetic,cha córrecclon y asa ciorta que anteis,cha correccion y tassa cierta que antes,-1,synthetic_17th_century_spanish,-1
syn_1788,synthetic,y primero el dicho libro este corregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1789,synthetic,y primerc el dicho libro este corregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1790,synthetic,y primero el dicho libro este crregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1791,synthetic,y primero e dicho libro este corregide ry,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1792,synthetic,y primferoeeldicho libro estecorregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1793,synthetic,y-primero el dicholibro este corregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1794,synthetic,y primro eldieho libro estc corregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1795,synthetic,y primero-el.dicho libro este corregidó y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1796,synthetic,y primer el clicho libo este corregide y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1797,synthetic,y rimero el diclio libro esite eorregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1798,synthetic, primero el clicho alibroeste corregido y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1799,synthetic,y pn1mero el dircho  líbró esteorreqido.y,y primero el dicho libro este corregido y,-1,synthetic_17th_century_spanish,-1
syn_1800,synthetic,"tassao por los dcl nuestro Confejo, y es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1801,synthetic,"tassado por los del nuestro Consejo, y es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1802,synthetic,"tassado por los del nuestro Cousejo, y es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1803,synthetic,"tassado por los del nuostro Conseo, y es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1804,synthetic,"tassado por lors del nuestro Consejo, y esf-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1805,synthetic,"tassado pr losdel nnuestro Consejo, y es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1806,synthetic,"tássado por lós dcl nuestro Consejo, y es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1807,synthetic,"tassado borlos del nuefstrao Conejo,  es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1808,synthetic,"tossedo pr los del nuesrto Consejo, y es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1809,synthetic,"tassado bor lof dél riuestró Consejo, y ef-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1810,synthetic,"tassadopr losdel nuestro Consejo,y ef","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1811,synthetic,"tassado por los del nues.tro Ccnsejo,  es-","tassado por los del nuestro Consejo, y es-",-1,synthetic_17th_century_spanish,-1
syn_1812,synthetic,tando feeho y nó de otra manera pueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1813,synthetic,tamdo fecho y no de otro manerapueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1814,synthetic,tando fechoy no de otra manera pueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1815,synthetic,tando fecho y no deotra mariera pueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1816,synthetic,tando feco y no do otra ma.nera pueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1817,synthetic,tando fecho y node otra manera pueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1818,synthetic,tanclo fechoy no de ontrá ánere paeda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1819,synthetic,tando feebo y o de otra manera pueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1820,synthetic,tandfe.cho y node otra manera pd,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1821,synthetic,tando fecho y no de otramanera nda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1822,synthetic,tendo .fecbo y nc de óta mancr pueda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1823,synthetic,tando fechoy no de otra mánerapuoda,tando fecho y no de otra manera pueda,-1,synthetic_17th_century_spanish,-1
syn_1824,synthetic,imprimir el dicbo principio y primer plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1825,synthetic,imprimir el dicho principio y prier plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1826,synthetic,imprimir el icho principio y primer plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1827,synthetic,imprimin eldicheo principio y primer qlié,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1828,synthetic,imprimir el dicho principio y primer bleié,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1829,synthetic,imprimirel dioho principio y primer plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1830,synthetic,imprimirel dichó principio y primer plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1831,synthetic,imprimir el dicho principiio y prinierpl1e,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1832,synthetic,lmprimír- el dchoi primcipio y primer plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1833,synthetic,ímrirnir el edlcho pricipi:o ay primer.plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1834,synthetic,imptimir eldicho qrineipi y ptimer qlie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1835,synthetic,irnqrimir iel daicho principioy primer plie,imprimir el dicho principio y primer plie,-1,synthetic_17th_century_spanish,-1
syn_1836,synthetic,"go, en el qual seguida ment ponga esta","go, en el qual seguidamente ponga esta",-1,synthetic_17th_century_spanish,-1
syn_1837,synthetic,"go, en el qual seeuidamente ponga esta","go, en el qual seguidamente ponga esta",-1,synthetic_17th_century_spanish,-1
syn_1838,synthetic,"go, en el qual seguidmente ponga esta","go, en el qual seguidamente ponga esta",-1,synthetic_17th_century_spanish,-1
syn_1839,synthetic,"go, en el qual seguidamene -ponga est","go, en el qual seguidamente ponga esta",-1,synthetic_17th_century_spanish,-1
